#Vega Scene - Grønt tak, 6.96.0, Vannføring, dogn
Tidspunkt;Vannføring (m³/s);Korrigert;Kontrollert
2021-02-02 11:00:00Z;8,760414E-07;0;1
2021-02-03 11:00:00Z;9,107634E-07;0;1
2021-02-04 11:00:00Z;9,52083E-07;0;1
2021-02-05 11:00:00Z;9,517357E-07;0;1
2021-02-06 11:00:00Z;9,864578E-07;0;1
2021-02-07 11:00:00Z;1,006249E-06;0;1
2021-02-08 11:00:00Z;1,019791E-06;0;1
2021-02-09 11:00:00Z;9,784716E-07;0;1
2021-02-10 11:00:00Z;9,847216E-07;0;1
2021-02-11 11:00:00Z;1,020138E-06;0;1
2021-02-12 11:00:00Z;9,736106E-07;0;1
2021-02-13 11:00:00Z;9,85416E-07;0;1
2021-02-14 11:00:00Z;9,909718E-07;0;1
2021-02-15 11:00:00Z;9,645825E-07;0;1
2021-02-16 11:00:00Z;9,489576E-07;0;1
2021-02-17 11:00:00Z;9,850688E-07;0;1
2021-02-18 11:00:00Z;9,888881E-07;0;1
2021-02-19 11:00:00Z;1,027778E-06;0;1
2021-02-20 11:00:00Z;5,32361E-05;0;1
2021-02-21 11:00:00Z;4,946424E-05;0;1
2021-02-22 11:00:00Z;1,98066E-05;0;1
2021-02-23 11:00:00Z;1,844062E-05;0;1
2021-02-24 11:00:00Z;1,963854E-05;0;1
2021-02-25 11:00:00Z;1,851355E-05;0;1
2021-02-26 11:00:00Z;9,832987E-06;0;1
2021-02-27 11:00:00Z;5,275002E-06;0;1
2021-02-28 11:00:00Z;3,978127E-06;0;1
2021-03-01 11:00:00Z;3,2875E-06;0;1
2021-03-02 11:00:00Z;3,76736E-06;0;1
2021-03-03 11:00:00Z;3,8375E-06;0;1
2021-03-04 11:00:00Z;2,55868E-06;0;1
2021-03-05 11:00:00Z;1,34111E-06;0;1
2021-03-06 11:00:00Z;8,982633E-07;0;1
2021-03-07 11:00:00Z;7,222224E-07;0;1
2021-03-08 11:00:00Z;5,538191E-07;0;1
2021-03-09 11:00:00Z;6,347221E-07;0;1
2021-03-10 11:00:00Z;6,82986E-07;0;1
2021-03-11 11:00:00Z;1,020486E-05;0;1
2021-03-12 11:00:00Z;5,202779E-05;0;1
2021-03-13 11:00:00Z;3,674688E-05;0;1
2021-03-14 11:00:00Z;4,528611E-05;0;1
2021-03-15 11:00:00Z;2,080868E-05;0;1
2021-03-16 11:00:00Z;1,079688E-05;0;1
